Day,Start,End,Event,Room,GM,GM2,# of People,Description
4.Saturday,1:30 PM,2:00 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,2:00 PM,,Montana Tournament,Caribbean Ballroom I-IV,Big Kid Games,,16,"Rudiger Dorns new hit game, Winners of the 2 round tourney will get a copy of Montana Heritage Edition w/ metal coins and a copy of Gondola"
4.Saturday,2:00 PM,4:00 PM,C.O.G.,Bonaire 2,Dr Finn,,4,Cancelled
4.Saturday,2:00 PM,3:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
4.Saturday,2:00 PM,3:00 PM,Sea of Plunder,Bonaire 6,Rusty Lumpkin,,8,"Sail the endless seas chasing mysterious treasure islands, gathering goods and dodging pirates! with Designer Rusty Lumpkin"
4.Saturday,2:00 PM,3:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,2:00 PM,6:00 PM,Pathfinder RPG,Curacao III & IV,Shane Murphy,Dominick Trascritti,,"Come play the Pathfinder RPG, sign up online for sessions here https://warhorn.net/events/dicetower-2018"
4.Saturday,2:15 PM,2:45 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,2:15 PM,2:45 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,2:30 PM,3:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
4.Saturday,3:00 PM,4:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
4.Saturday,3:00 PM,5:00 PM,Memoir '44 Through the Jungles(New),Curacao I & II,Richard Borg,,8,"The second installment of Memoir ’ 44 Battle Maps offers two new decks of Combat cards, one Jungle deck and one Desert deck, along with 6 pre-printed standard scenarios and 2 pre-printed Overlord scenarios that put the new combat cards to good use."
4.Saturday,3:00 PM,5:00 PM,Fate of the Elder Gods,Bonaire 7,Richard Launius,,6,Play with Designer Richard Launius  
4.Saturday,3:00 PM,4:00 PM,Sea of Plunder,Bonaire 6,Rusty Lumpkin,,8,"Sail the endless seas chasing mysterious treasure islands, gathering goods and dodging pirates! with Designer Rusty Lumpkin"
4.Saturday,3:00 PM,4:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,3:00 PM,3:30 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,3:00 PM,3:30 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,3:30 PM,4:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
4.Saturday,3:30 PM,4:30 PM,Virtual Flea Market,Caribbean Ballroom V-VII,,,,This is your last chance to do your exchanges
4.Saturday,3:30 PM,4:30 PM,Math Trade,Caribbean Ballroom V-VII,,,,This is your last chance to do your exchanges
4.Saturday,3:45 PM,4:15 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,3:45 PM,4:15 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,4:00 PM,6:00 PM,Sunset over Water,Bonaire 2,Dr Finn,,4,Cancelled
4.Saturday,4:00 PM,6:00 PM,Herbaceous,Bonaire 2,Dr Finn,,4,Cancelled
4.Saturday,4:00 PM,5:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
4.Saturday,4:00 PM,5:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,4:30 PM,5:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
4.Saturday,4:30 PM,8:30 PM,World Turned Upside Down,Boca VII-VIII,Live Wire Lab,,,MEGA GAME
4.Saturday,4:30 PM,5:00 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,4:30 PM,5:00 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,5:00 PM,6:00 PM,King Of Tokyo Daily Championship,Caribbean Ballroom I-IV,IELLO,,6,You must have played in an earlier game to play in this final
4.Saturday,5:00 PM,5:15 PM,Announcements,EVERYWHERE,Patrick,,, 
4.Saturday,5:00 PM,6:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,5:15 PM,5:45 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,5:15 PM,5:45 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,6:00 PM,6:30 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,6:00 PM,6:30 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,6:00 PM,10:00 PM,After Hours: Horror Edition,Bonaire 5,,,,"It was a dark and stormy night, and all the game rooms had closed… but one! From ghosts to zombies, enjoy some spooky after-hours games, featuring Choose Your Own Adventure: House of Danger from Z-Man Games. Other games include Pandemic: Reign of Cthulu, Arkham Horror: The Card Game, Hit Z Road, Dead of Winter, Mysterium, City of Horror, The Bloody Inn, and The Werewolves of Millers’ Hollow."
4.Saturday,6:45 PM,7:15 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,6:45 PM,7:15 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,7:00 PM,9:00 PM,Secret Cabal,Caribbean V-VII,Jamey Keagy,,250,
4.Saturday,7:00 PM,11:00 PM,Pathfinder RPG,Curacao III & IV,Shane Murphy,Dominick Trascritti,,"Come play the Pathfinder RPG, sign up online for sessions here https://warhorn.net/events/dicetower-2018"
4.Saturday,7:00 PM,8:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,7:30 PM,8:00 PM,Escape Experience - Brain Battle!,Boca V,,,6,Two teams go head to head on either side of a dual sided stand-alone mystery box. Players can open the first of four doors on their side to encounter their first challenge. Solve the puzzles to get keys to open successive doors as you attempt to reach the final reward. Whoever makes it all the way through first wins!
4.Saturday,7:30 PM,8:00 PM,Escape Experience - Spy Trap,Boca VI,,,6,"Players work together as one secret agent team to decipher a series of connected mechanical and digital puzzles in an attempt to escape the trap set by a notorious spy. Deactivate the system within 30 minutes or… well, let’s just say it’s kinda crucial…"
4.Saturday,8:00 PM,9:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,9:00 PM,11:00 PM,This Game is Broken Live Show,Caribbean V-VII,Dan Hughes,,250,"Comedy board gaming quiz show with Dan Hughes, Matthew Jude, Dave Luza, the Brothers Murph and special guests."
4.Saturday,9:00 PM,10:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,10:00 PM,8:00 AM,WEREWOLF,"BOCA 1-4, 7-8 & BOCA FOYER",Brian McKay,,,"Join the All night Werewolf games, run by Eat Villagers.  Please remember that alcohol is not allowed in the Gaming area."
4.Saturday,10:00 PM,11:00 PM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
4.Saturday,11:00 PM,12:00 AM,Pathfinder RPG 1 Hour Intro,Curacao III & IV,Shane Murphy,Dominick Trascritti,,Come and try the Pathfinder RPG for an hour.
5.Sunday,12:00 AM,6:00 PM,OPEN GAMING,ANTUGUA 2-4,,,,
5.Sunday,12:00 AM,3:00 PM,LIBRARY,HIBISCUS ROOM,,,,
5.Sunday,12:00 AM,6:00 PM,OPEN GAMING,SIERRA BALLROOM,,,,
5.Sunday,9:00 AM,1:00 PM,Pathfinder RPG,Curacao III & IV,Shane Murphy,Dominick Trascritti,,"Come play the Pathfinder RPG, sign up online for sessions here https://warhorn.net/events/dicetower-2018"
5.Sunday,10:00 AM,12:00 PM,Little Flower Shop,Bonaire 2,Dr Finn,,4,Cancelled
5.Sunday,10:00 AM,12:00 PM,Herbaceous,Bonaire 2,Dr Finn,,4,Cancelled
5.Sunday,10:00 AM,11:30 AM,Arkham Horror Card Game Demo,Bonaire 6,Mike Walker,,8,
5.Sunday,10:00 AM,3:00 PM,EXHIBITOR HALL OPENS,CARIBBEAN I-IV,Molly Goltry,,,
5.Sunday,10:00 AM,11:00 AM,CHURCH SERVICE,Caribbean V-VII,Tom Vasel,,250,Tom Vasel Ministers
5.Sunday,10:30 AM,11:30 AM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
5.Sunday,11:00 AM,12:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
5.Sunday,11:30 AM,12:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
5.Sunday,12:00 PM,1:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
5.Sunday,12:00 PM,1:30 PM,Arkham Horror Card Game Demo,Bonaire 6,Mike Walker,,8,
5.Sunday,12:00 PM,,Last Library Checkouts,,,,,Last chance to get a game from the Library is noon
5.Sunday,12:30 PM,1:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
5.Sunday,1:00 PM,2:00 PM,King Of Tokyo Daily Qualifier,Caribbean Ballroom I-IV,IELLO,,24,"For King of Tokyo, it will be 4 per table(6 tables total) for a ""qualifier"", then those 6 winners will play at a final table for a prize.  Every participant gets 2 promo cards.  The daily 5 pm Champion gets a king bundle with King of Tokyo, King of New York, all expanasions and monsters."
5.Sunday,1:00 PM,,Library Gathering of Games,,,,,
5.Sunday,1:30 PM,2:30 PM,Decrypto Team Tournament,Caribbean Ballroom I-IV,IELLO,,16,"For Decrypto(2 tables) it will be limited to 4 teams, max 4 each team.  Each Decrytpo winning TEAM will get a game."
5.Sunday,2:00 PM,3:00 PM,King Of Tokyo Daily Championship,Caribbean Ballroom I-IV,IELLO,,6,You must have played in an earlier game to play in this final
5.Sunday,2:00 PM,6:00 PM,Pathfinder RPG,Curacao III & IV,Shane Murphy,Dominick Trascritti,,"Come play the Pathfinder RPG, sign up online for sessions here https://warhorn.net/events/dicetower-2018"
5.Sunday,2:00 PM,,Library Gathering of Games,,,,,All Games must be returned by 2 PM on Sunday to the Library
5.Sunday,6:00 PM,,CONVENTION IS OVER,EVERYWHERE,,,,"You Dont have to go home, but you cant stay here"
